tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2013-03-01,48.0,8.0,24.0,125.0,14.0,125.0,O3,3,DKI2
2013-03-02,54.0,7.0,26.0,216.0,12.0,216.0,O3,4,DKI2
2013-03-03,63.0,7.0,33.0,217.0,14.0,217.0,O3,4,DKI2
2013-03-04,46.0,5.0,26.0,217.0,14.0,217.0,O3,4,DKI2
2013-03-05,44.0,5.0,38.0,132.0,16.0,132.0,O3,3,DKI2
2013-03-06,103.0,17.0,80.0,99.0,35.0,103.0,PM10,3,DKI1
2013-03-07,87.0,20.0,90.0,166.0,30.0,166.0,O3,3,DKI2
2013-03-08,64.0,12.0,34.0,183.0,17.0,183.0,O3,3,DKI2
2013-03-09,64.0,12.0,48.0,213.0,15.0,213.0,O3,4,DKI2
2013-03-10,58.0,7.0,22.0,170.0,8.0,170.0,O3,3,DKI2
2013-03-11,51.0,7.0,20.0,172.0,16.0,172.0,O3,3,DKI2
2013-03-12,75.0,32.0,30.0,187.0,37.0,187.0,O3,3,DKI2
2013-03-13,58.0,9.0,33.0,204.0,16.0,204.0,O3,4,DKI2
2013-03-14,64.0,25.0,17.0,207.0,19.0,207.0,O3,4,DKI2
2013-03-15,82.0,15.0,38.0,205.0,19.0,205.0,O3,4,DKI2
2013-03-16,67.0,13.0,29.0,210.0,18.0,210.0,O3,4,DKI2
2013-03-17,58.0,12.0,33.0,212.0,13.0,212.0,O3,4,DKI2
2013-03-18,61.0,11.0,30.0,176.0,15.0,176.0,O3,3,DKI2
2013-03-19,69.0,36.0,37.0,206.0,21.0,206.0,O3,4,DKI2
2013-03-20,68.0,14.0,36.0,217.0,20.0,217.0,O3,4,DKI2
2013-03-21,62.0,12.0,35.0,178.0,19.0,178.0,O3,3,DKI2
2013-03-22,76.0,13.0,42.0,204.0,21.0,204.0,O3,4,DKI2
2013-03-23,76.0,19.0,37.0,168.0,14.0,168.0,O3,3,DKI2
2013-03-24,53.0,15.0,33.0,198.0,18.0,198.0,O3,3,DKI2
2013-03-25,59.0,15.0,18.0,197.0,19.0,197.0,O3,3,DKI2
2013-03-26,81.0,19.0,44.0,198.0,21.0,198.0,O3,3,DKI2
2013-03-27,80.0,16.0,37.0,187.0,23.0,187.0,O3,3,DKI2
2013-03-28,96.0,17.0,68.0,213.0,28.0,213.0,O3,4,DKI5
2013-03-29,79.0,13.0,37.0,276.0,19.0,276.0,O3,4,DKI2
2013-03-30,61.0,18.0,23.0,263.0,18.0,263.0,O3,4,DKI2
2013-03-31,54.0,10.0,23.0,267.0,12.0,267.0,O3,4,DKI2
2013-04-01,56.0,14.0,40.0,268.0,22.0,268.0,O3,4,DKI2
2013-04-02,67.0,17.0,40.0,92.0,23.0,92.0,O3,2,DKI3
2013-04-03,71.0,17.0,43.0,151.0,27.0,151.0,O3,3,DKI4
2013-04-04,65.0,13.0,35.0,144.0,17.0,144.0,O3,3,DKI4
2013-04-05,56.0,15.0,38.0,66.0,16.0,66.0,O3,2,DKI4
2013-04-06,51.0,20.0,23.0,132.0,16.0,132.0,O3,3,DKI4
2013-04-07,70.0,9.0,23.0,63.0,15.0,70.0,PM10,2,DKI2
2013-04-08,56.0,25.0,42.0,167.0,25.0,167.0,O3,3,DKI5
2013-04-09,56.0,10.0,37.0,167.0,23.0,167.0,O3,3,DKI5
2013-04-10,63.0,14.0,28.0,99.0,19.0,99.0,O3,2,DKI3
2013-04-11,78.0,14.0,33.0,93.0,20.0,93.0,O3,2,DKI4
2013-04-12,63.0,14.0,33.0,54.0,21.0,63.0,PM10,2,DKI4
2013-04-13,58.0,8.0,22.0,38.0,16.0,58.0,PM10,2,DKI2
2013-04-14,114.0,6.0,15.0,60.0,15.0,114.0,PM10,3,DKI2
2013-04-15,107.0,6.0,22.0,93.0,10.0,107.0,PM10,3,DKI2
2013-04-16,62.0,13.0,30.0,90.0,22.0,90.0,O3,2,DKI4
2013-04-17,69.0,15.0,37.0,125.0,32.0,125.0,O3,3,DKI3
2013-04-18,49.0,8.0,31.0,121.0,22.0,121.0,O3,3,DKI1
2013-04-19,60.0,16.0,46.0,133.0,22.0,133.0,O3,3,DKI5
2013-04-20,67.0,22.0,34.0,128.0,20.0,128.0,O3,3,DKI5
2013-04-21,75.0,10.0,37.0,120.0,19.0,120.0,O3,3,DKI4
2013-04-22,56.0,16.0,32.0,71.0,12.0,71.0,O3,2,DKI4
2013-04-23,73.0,18.0,54.0,77.0,20.0,77.0,O3,2,DKI1
2013-04-24,71.0,20.0,33.0,66.0,16.0,71.0,PM10,2,DKI5
2013-04-25,82.0,14.0,43.0,140.0,14.0,140.0,O3,3,DKI5
2013-04-26,77.0,20.0,58.0,99.0,24.0,99.0,O3,2,DKI4
2013-04-27,68.0,16.0,26.0,75.0,11.0,75.0,O3,2,DKI4
2013-04-28,72.0,15.0,26.0,60.0,13.0,72.0,PM10,2,DKI4
2013-04-29,67.0,23.0,18.0,60.0,14.0,67.0,PM10,2,DKI4
2013-04-30,71.0,19.0,15.0,68.0,13.0,71.0,PM10,2,DKI4
2013-05-01,71.0,11.0,18.0,74.0,12.0,74.0,O3,2,DKI4
2013-05-02,56.0,12.0,33.0,83.0,19.0,83.0,O3,2,DKI5
2013-05-03,71.0,18.0,27.0,72.0,13.0,72.0,O3,2,DKI3
2013-05-04,78.0,24.0,21.0,94.0,12.0,94.0,O3,2,DKI3
2013-05-05,76.0,17.0,20.0,69.0,13.0,76.0,PM10,2,DKI4
2013-05-06,89.0,18.0,36.0,113.0,18.0,113.0,O3,3,DKI4
2013-05-07,89.0,12.0,32.0,79.0,16.0,89.0,PM10,2,DKI4
2013-05-08,58.0,10.0,31.0,71.0,17.0,71.0,O3,2,DKI4
2013-05-09,67.0,18.0,28.0,77.0,17.0,77.0,O3,2,DKI4
2013-05-10,74.0,13.0,32.0,117.0,25.0,117.0,O3,3,DKI5
2013-05-11,68.0,48.0,32.0,110.0,19.0,110.0,O3,3,DKI3
2013-05-12,57.0,11.0,32.0,110.0,18.0,110.0,O3,3,DKI4
2013-05-13,69.0,16.0,37.0,47.0,19.0,69.0,PM10,2,DKI4
2013-05-14,90.0,17.0,54.0,93.0,27.0,93.0,O3,2,DKI5
2013-05-15,82.0,19.0,40.0,56.0,28.0,82.0,PM10,2,DKI4
2013-05-16,69.0,14.0,35.0,64.0,28.0,69.0,PM10,2,DKI4
2013-05-17,87.0,27.0,30.0,77.0,18.0,87.0,PM10,2,DKI4
2013-05-18,68.0,27.0,36.0,135.0,21.0,135.0,O3,3,DKI4
2013-05-19,77.0,18.0,31.0,133.0,28.0,133.0,O3,3,DKI4
2013-05-20,54.0,14.0,34.0,154.0,28.0,154.0,O3,3,DKI5
2013-05-21,81.0,19.0,32.0,127.0,24.0,127.0,O3,3,DKI5
2013-05-22,88.0,36.0,62.0,58.0,16.0,88.0,PM10,2,DKI5
2013-05-23,68.0,39.0,53.0,149.0,24.0,149.0,O3,3,DKI5
2013-05-24,63.0,22.0,30.0,119.0,24.0,119.0,O3,3,DKI5
2013-05-25,77.0,13.0,24.0,99.0,25.0,99.0,O3,2,DKI4
2013-05-26,63.0,17.0,26.0,103.0,17.0,103.0,O3,3,DKI4
2013-05-27,88.0,20.0,32.0,90.0,23.0,90.0,O3,2,DKI3
2013-05-28,70.0,23.0,33.0,78.0,25.0,78.0,O3,2,DKI2
2013-05-29,79.0,22.0,67.0,120.0,22.0,120.0,O3,3,DKI4
2013-05-30,59.0,18.0,21.0,75.0,22.0,75.0,O3,2,DKI4
2013-05-31,52.0,13.0,20.0,60.0,24.0,60.0,O3,2,DKI4
2013-06-01,50.0,12.0,20.0,81.0,16.0,81.0,O3,2,DKI4
2013-06-02,67.0,16.0,42.0,69.0,27.0,69.0,O3,2,DKI4
2013-06-03,64.0,12.0,28.0,60.0,17.0,64.0,PM10,2,DKI4
2013-06-04,56.0,10.0,31.0,45.0,17.0,56.0,PM10,2,DKI4
2013-06-05,62.0,11.0,42.0,95.0,18.0,95.0,O3,2,DKI4
2013-06-06,53.0,9.0,32.0,48.0,14.0,53.0,PM10,2,DKI4
2013-06-07,76.0,18.0,53.0,149.0,29.0,149.0,O3,3,DKI4
2013-06-08,111.0,25.0,62.0,129.0,21.0,129.0,O3,3,DKI4
2013-06-09,68.0,33.0,42.0,153.0,21.0,153.0,O3,3,DKI2
2013-06-10,59.0,23.0,28.0,113.0,20.0,113.0,O3,3,DKI3
2013-06-11,66.0,19.0,35.0,116.0,19.0,116.0,O3,3,DKI4
2013-06-12,37.0,10.0,33.0,55.0,12.0,55.0,O3,2,DKI4
2013-06-13,70.0,29.0,58.0,72.0,25.0,72.0,O3,2,DKI4
2013-06-14,56.0,23.0,51.0,71.0,13.0,71.0,O3,2,DKI5
2013-06-15,67.0,28.0,35.0,74.0,13.0,74.0,O3,2,DKI4
2013-06-16,85.0,33.0,71.0,151.0,21.0,151.0,O3,3,DKI5
2013-06-17,84.0,15.0,53.0,124.0,19.0,124.0,O3,3,DKI3
2013-06-18,78.0,14.0,54.0,65.0,25.0,78.0,PM10,2,DKI4
2013-06-19,64.0,18.0,35.0,60.0,15.0,64.0,PM10,2,DKI4
2013-06-20,68.0,21.0,45.0,74.0,17.0,74.0,O3,2,DKI2
2013-06-21,99.0,24.0,77.0,90.0,30.0,99.0,PM10,2,DKI4
2013-06-22,92.0,31.0,81.0,82.0,16.0,92.0,PM10,2,DKI4
2013-06-23,74.0,28.0,66.0,97.0,11.0,97.0,O3,2,DKI4
2013-06-24,106.0,34.0,40.0,114.0,18.0,114.0,O3,3,DKI2
2013-06-25,87.0,39.0,45.0,140.0,21.0,140.0,O3,3,DKI4
2013-06-26,93.0,40.0,34.0,101.0,26.0,101.0,O3,3,DKI4
2013-06-27,83.0,52.0,58.0,89.0,26.0,89.0,O3,2,DKI4
2013-06-28,59.0,23.0,38.0,68.0,19.0,68.0,O3,2,DKI5
2013-06-29,87.0,34.0,81.0,79.0,14.0,87.0,PM10,2,DKI5
2013-06-30,73.0,40.0,35.0,69.0,14.0,73.0,PM10,2,DKI4
2013-07-01,63.0,30.0,31.0,71.0,20.0,71.0,O3,2,DKI4
2013-07-02,82.0,28.0,43.0,79.0,21.0,82.0,PM10,2,DKI4
2013-07-03,57.0,16.0,43.0,134.0,23.0,134.0,O3,3,DKI3
2013-07-04,58.0,29.0,51.0,43.0,23.0,58.0,PM10,2,DKI2
2013-07-05,60.0,40.0,49.0,64.0,22.0,64.0,O3,2,DKI4
2013-07-06,58.0,22.0,46.0,56.0,15.0,58.0,PM10,2,DKI1
2013-07-07,83.0,19.0,58.0,65.0,16.0,83.0,PM10,2,DKI4
2013-07-08,104.0,36.0,98.0,109.0,17.0,109.0,O3,3,DKI4
2013-07-09,72.0,20.0,36.0,121.0,18.0,121.0,O3,3,DKI2
2013-07-10,57.0,14.0,37.0,104.0,20.0,104.0,O3,3,DKI4
2013-07-11,80.0,19.0,45.0,118.0,26.0,118.0,O3,3,DKI3
2013-07-12,60.0,28.0,45.0,88.0,21.0,88.0,O3,2,DKI4
2013-07-13,60.0,27.0,39.0,83.0,19.0,83.0,O3,2,DKI4
2013-07-14,35.0,13.0,32.0,74.0,20.0,74.0,O3,2,DKI2
2013-07-15,65.0,27.0,48.0,76.0,19.0,76.0,O3,2,DKI4
2013-07-16,77.0,31.0,43.0,66.0,23.0,77.0,PM10,2,DKI2
2013-07-17,74.0,20.0,50.0,117.0,25.0,117.0,O3,3,DKI4
2013-07-18,75.0,19.0,45.0,84.0,20.0,84.0,O3,2,DKI4
2013-07-19,64.0,23.0,41.0,99.0,21.0,99.0,O3,2,DKI5
2013-07-20,76.0,19.0,39.0,129.0,17.0,129.0,O3,3,DKI5
2013-07-21,77.0,25.0,56.0,105.0,22.0,105.0,O3,3,DKI2
2013-07-22,62.0,21.0,40.0,112.0,19.0,112.0,O3,3,DKI5
2013-07-23,81.0,23.0,81.0,93.0,23.0,93.0,O3,2,DKI5
2013-07-24,64.0,30.0,46.0,64.0,17.0,64.0,PM10,2,DKI2
2013-07-25,65.0,24.0,44.0,56.0,13.0,65.0,PM10,2,DKI4
2013-07-26,57.0,19.0,25.0,51.0,9.0,57.0,PM10,2,DKI4
2013-07-27,72.0,27.0,30.0,91.0,15.0,91.0,O3,2,DKI4
2013-07-28,78.0,23.0,58.0,78.0,24.0,78.0,PM10,2,DKI4
2013-07-29,80.0,23.0,35.0,115.0,19.0,115.0,O3,3,DKI4
2013-07-30,68.0,37.0,35.0,85.0,20.0,85.0,O3,2,DKI3
2013-07-31,75.0,18.0,32.0,88.0,21.0,88.0,O3,2,DKI4
2013-08-01,70.0,22.0,32.0,104.0,20.0,104.0,O3,3,DKI3
2013-08-02,63.0,25.0,37.0,75.0,15.0,75.0,O3,2,DKI3
2013-08-03,68.0,23.0,33.0,72.0,16.0,72.0,O3,2,DKI5
2013-08-04,73.0,23.0,38.0,75.0,12.0,75.0,O3,2,DKI3
2013-08-05,69.0,19.0,33.0,87.0,27.0,87.0,O3,2,DKI5
2013-08-06,95.0,19.0,59.0,122.0,19.0,122.0,O3,3,DKI5
2013-08-07,61.0,15.0,22.0,86.0,17.0,86.0,O3,2,DKI5
2013-08-08,67.0,18.0,58.0,94.0,13.0,94.0,O3,2,DKI4
2013-08-09,53.0,37.0,28.0,87.0,14.0,87.0,O3,2,DKI4
2013-08-10,66.0,22.0,36.0,117.0,11.0,117.0,O3,3,DKI4
2013-08-11,59.0,24.0,32.0,92.0,15.0,92.0,O3,2,DKI4
2013-08-12,57.0,16.0,23.0,110.0,15.0,110.0,O3,3,DKI3
2013-08-13,65.0,22.0,39.0,119.0,18.0,119.0,O3,3,DKI3
2013-08-14,64.0,38.0,22.0,115.0,17.0,115.0,O3,3,DKI3
2013-08-15,72.0,32.0,25.0,59.0,15.0,72.0,PM10,2,DKI4
2013-08-16,67.0,28.0,27.0,68.0,10.0,68.0,O3,2,DKI1
2013-08-17,68.0,28.0,34.0,66.0,10.0,68.0,PM10,2,DKI4
2013-08-18,54.0,16.0,25.0,79.0,13.0,79.0,O3,2,DKI4
2013-08-19,60.0,29.0,32.0,71.0,16.0,71.0,O3,2,DKI4
2013-08-20,61.0,24.0,27.0,110.0,19.0,110.0,O3,3,DKI3
2013-08-21,83.0,31.0,30.0,107.0,20.0,107.0,O3,3,DKI3
2013-08-22,79.0,26.0,29.0,85.0,14.0,85.0,O3,2,DKI2
2013-08-23,87.0,21.0,39.0,113.0,22.0,113.0,O3,3,DKI5
2013-08-24,75.0,26.0,40.0,88.0,19.0,88.0,O3,2,DKI5
2013-08-25,73.0,42.0,26.0,75.0,13.0,75.0,O3,2,DKI5
2013-08-26,78.0,40.0,25.0,71.0,14.0,78.0,PM10,2,DKI4
2013-08-27,72.0,32.0,27.0,85.0,14.0,85.0,O3,2,DKI5
2013-08-28,74.0,26.0,28.0,124.0,23.0,124.0,O3,3,DKI4
2013-08-29,74.0,30.0,27.0,71.0,13.0,74.0,PM10,2,DKI4
2013-08-30,91.0,21.0,34.0,69.0,17.0,91.0,PM10,2,DKI4
2013-08-31,68.0,19.0,28.0,81.0,15.0,81.0,O3,2,DKI3
2013-09-01,74.0,23.0,33.0,67.0,13.0,74.0,PM10,2,DKI4
2013-09-02,76.0,29.0,30.0,109.0,15.0,109.0,O3,3,DKI3
2013-09-03,82.0,22.0,42.0,125.0,24.0,125.0,O3,3,DKI5
2013-09-04,75.0,19.0,33.0,98.0,19.0,98.0,O3,2,DKI2
2013-09-05,77.0,20.0,32.0,139.0,24.0,139.0,O3,3,DKI5
2013-09-06,67.0,18.0,31.0,123.0,19.0,123.0,O3,3,DKI4
2013-09-07,70.0,20.0,32.0,78.0,20.0,78.0,O3,2,DKI4
2013-09-08,63.0,23.0,26.0,92.0,15.0,92.0,O3,2,DKI3
2013-09-09,68.0,24.0,34.0,90.0,20.0,90.0,O3,2,DKI3
2013-09-10,80.0,44.0,42.0,98.0,21.0,98.0,O3,2,DKI3
2013-09-11,77.0,27.0,33.0,105.0,18.0,105.0,O3,3,DKI3
2013-09-12,76.0,33.0,29.0,70.0,17.0,76.0,PM10,2,DKI4
2013-09-13,83.0,40.0,32.0,114.0,22.0,114.0,O3,3,DKI3
2013-09-14,71.0,30.0,28.0,113.0,19.0,113.0,O3,3,DKI4
2013-09-15,66.0,25.0,35.0,98.0,17.0,98.0,O3,2,DKI3
2013-09-16,54.0,21.0,35.0,63.0,17.0,63.0,O3,2,DKI5
2013-09-17,68.0,30.0,34.0,138.0,26.0,138.0,O3,3,DKI5
2013-09-18,77.0,19.0,30.0,110.0,27.0,110.0,O3,3,DKI4
2013-09-19,71.0,37.0,30.0,91.0,19.0,91.0,O3,2,DKI5
2013-09-20,71.0,34.0,32.0,84.0,21.0,84.0,O3,2,DKI3
2013-09-21,70.0,26.0,25.0,134.0,19.0,134.0,O3,3,DKI5
2013-09-22,67.0,25.0,33.0,107.0,17.0,107.0,O3,3,DKI3
2013-09-23,69.0,27.0,30.0,128.0,27.0,128.0,O3,3,DKI5
2013-09-24,76.0,30.0,27.0,79.0,22.0,79.0,O3,2,DKI5
2013-09-25,76.0,31.0,30.0,117.0,30.0,117.0,O3,3,DKI5
2013-09-26,67.0,22.0,26.0,100.0,19.0,100.0,O3,2,DKI4
2013-09-27,65.0,31.0,31.0,118.0,25.0,118.0,O3,3,DKI4
2013-09-28,72.0,37.0,26.0,91.0,18.0,91.0,O3,2,DKI3
2013-09-29,77.0,37.0,26.0,88.0,12.0,88.0,O3,2,DKI4
2013-09-30,73.0,33.0,29.0,69.0,18.0,73.0,PM10,2,DKI5
2013-10-01,101.0,40.0,39.0,85.0,25.0,101.0,PM10,3,DKI4
2013-10-02,82.0,31.0,45.0,110.0,21.0,110.0,O3,3,DKI5
2013-10-03,75.0,27.0,33.0,110.0,24.0,110.0,O3,3,DKI3
2013-10-04,85.0,22.0,31.0,134.0,23.0,134.0,O3,3,DKI4
2013-10-05,78.0,28.0,35.0,107.0,18.0,107.0,O3,3,DKI2
2013-10-06,75.0,26.0,30.0,134.0,21.0,134.0,O3,3,DKI5
2013-10-07,67.0,37.0,31.0,101.0,17.0,101.0,O3,3,DKI3
2013-10-08,90.0,26.0,32.0,88.0,22.0,90.0,PM10,2,DKI5
2013-10-09,70.0,34.0,29.0,117.0,19.0,117.0,O3,3,DKI5
2013-10-10,66.0,22.0,31.0,93.0,21.0,93.0,O3,2,DKI3
2013-10-11,71.0,21.0,38.0,107.0,21.0,107.0,O3,3,DKI3
2013-10-12,62.0,31.0,29.0,121.0,20.0,121.0,O3,3,DKI3
2013-10-13,67.0,25.0,22.0,119.0,14.0,119.0,O3,3,DKI4
2013-10-14,66.0,32.0,36.0,120.0,18.0,120.0,O3,3,DKI4
2013-10-15,56.0,23.0,24.0,80.0,15.0,80.0,O3,2,DKI3
2013-10-16,76.0,34.0,25.0,80.0,14.0,80.0,O3,2,DKI3
2013-10-17,72.0,25.0,24.0,55.0,14.0,72.0,PM10,2,DKI4
2013-10-18,73.0,27.0,23.0,83.0,13.0,83.0,O3,2,DKI4
2013-10-19,76.0,30.0,47.0,139.0,18.0,139.0,O3,3,DKI3
2013-10-20,56.0,30.0,19.0,91.0,14.0,91.0,O3,2,DKI5
2013-10-21,63.0,34.0,33.0,105.0,19.0,105.0,O3,3,DKI2
2013-10-22,80.0,40.0,30.0,89.0,20.0,89.0,O3,2,DKI3
2013-10-23,69.0,37.0,34.0,91.0,25.0,91.0,O3,2,DKI5
2013-10-24,67.0,40.0,38.0,103.0,22.0,103.0,O3,3,DKI3
2013-10-25,82.0,29.0,38.0,159.0,30.0,159.0,O3,3,DKI4
2013-10-26,105.0,37.0,50.0,110.0,21.0,110.0,O3,3,DKI5
2013-10-27,75.0,45.0,41.0,85.0,18.0,85.0,O3,2,DKI2
2013-10-28,65.0,33.0,30.0,124.0,20.0,124.0,O3,3,DKI4
2013-10-29,65.0,38.0,42.0,125.0,25.0,125.0,O3,3,DKI4
2013-10-30,69.0,30.0,59.0,95.0,25.0,95.0,O3,2,DKI4
2013-10-31,77.0,28.0,45.0,120.0,20.0,120.0,O3,3,DKI4
2013-11-01,72.0,35.0,34.0,130.0,22.0,130.0,O3,3,DKI4
2013-11-02,64.0,29.0,44.0,97.0,25.0,97.0,O3,2,DKI5
2013-11-03,70.0,29.0,38.0,98.0,15.0,98.0,O3,2,DKI5
2013-11-04,66.0,25.0,30.0,123.0,21.0,123.0,O3,3,DKI2
2013-11-05,79.0,23.0,31.0,118.0,18.0,118.0,O3,3,DKI2
2013-11-06,80.0,30.0,41.0,159.0,19.0,159.0,O3,3,DKI4
2013-11-07,85.0,34.0,39.0,152.0,28.0,152.0,O3,3,DKI4
2013-11-08,80.0,50.0,35.0,132.0,25.0,132.0,O3,3,DKI4
2013-11-09,73.0,55.0,53.0,101.0,19.0,101.0,O3,3,DKI4
2013-11-10,75.0,30.0,53.0,131.0,16.0,131.0,O3,3,DKI2
2013-11-11,68.0,26.0,28.0,157.0,19.0,157.0,O3,3,DKI4
2013-11-12,76.0,40.0,42.0,87.0,23.0,87.0,O3,2,DKI5
2013-11-13,60.0,45.0,37.0,140.0,19.0,140.0,O3,3,DKI5
2013-11-14,68.0,41.0,60.0,121.0,25.0,121.0,O3,3,DKI3
2013-11-15,62.0,28.0,52.0,104.0,26.0,104.0,O3,3,DKI2
2013-11-16,58.0,33.0,33.0,97.0,17.0,97.0,O3,2,DKI4
2013-11-17,49.0,24.0,32.0,111.0,13.0,111.0,O3,3,DKI4
2013-11-18,48.0,23.0,29.0,82.0,17.0,82.0,O3,2,DKI4
2013-11-19,48.0,23.0,35.0,59.0,9.0,59.0,O3,2,DKI2
2013-11-20,50.0,22.0,33.0,29.0,9.0,50.0,PM10,1,DKI4
2013-11-21,57.0,22.0,28.0,58.0,16.0,58.0,O3,2,DKI2
2013-11-22,64.0,30.0,26.0,128.0,21.0,128.0,O3,3,DKI2
2013-11-23,67.0,45.0,27.0,85.0,18.0,85.0,O3,2,DKI4
2013-11-24,62.0,33.0,20.0,147.0,14.0,147.0,O3,3,DKI4
2013-11-25,63.0,28.0,27.0,147.0,19.0,147.0,O3,3,DKI4
2013-11-26,66.0,33.0,27.0,38.0,17.0,66.0,PM10,2,DKI5
2013-11-27,58.0,35.0,35.0,112.0,28.0,112.0,O3,3,DKI2
2013-11-28,80.0,52.0,32.0,127.0,22.0,127.0,O3,3,DKI4
2013-11-29,55.0,42.0,28.0,140.0,15.0,140.0,O3,3,DKI4
2013-11-30,71.0,50.0,31.0,151.0,24.0,151.0,O3,3,DKI4
2013-12-01,64.0,27.0,26.0,158.0,16.0,158.0,O3,3,DKI4
2013-12-02,72.0,42.0,32.0,193.0,20.0,193.0,O3,3,DKI4
2013-12-03,75.0,36.0,37.0,169.0,22.0,169.0,O3,3,DKI4
2013-12-04,72.0,37.0,38.0,159.0,19.0,159.0,O3,3,DKI4
