tahun,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2011,85,12,23,49,19,85,PM10,2,DKI4
2011,72,10,28,122,20,122,O3,3,DKI2
2011,68,15,27,157,20,157,O3,3,DKI3
2011,80,16,33,127,22,127,O3,3,DKI2
2011,85,14,33,65,19,85,PM10,2,DKI4
2011,128,17,37,81,18,128,PM10,3,DKI4
2011,94,14,25,90,14,94,PM10,2,DKI4
2011,89,13,24,75,15,89,PM10,2,DKI4
2011,93,21,35,90,19,93,PM10,2,DKI4
2011,61,18,27,80,17,80,O3,2,DKI3
2011,79,22,27,90,15,90,O3,2,DKI3
2011,80,20,25,88,15,88,O3,2,DKI3
2011,80,17,21,60,13,80,PM10,2,DKI4
2011,83,19,18,73,12,83,PM10,2,DKI4
2011,66,13,27,92,17,92,O3,2,DKI3
2011,92,20,30,78,17,92,PM10,2,DKI4
2011,74,20,28,82,13,82,O3,2,DKI3
2011,102,17,27,105,17,105,O3,3,DKI3
2011,104,14,30,174,19,174,O3,3,DKI2
2011,81,14,29,120,19,120,O3,3,DKI3
2011,101,28,31,84,17,101,PM10,3,DKI4
2011,122,18,35,84,26,122,PM10,3,DKI4
2011,97,22,32,74,17,97,PM10,2,DKI4
2011,70,16,26,71,13,71,O3,2,DKI3
2011,107,21,23,63,12,107,PM10,3,DKI4
2011,73,22,23,55,10,73,PM10,2,DKI4
2011,103,19,53,76,13,103,PM10,3,DKI4
2011,116,16,25,107,15,116,PM10,3,DKI4
2011,83,13,30,127,22,127,O3,3,DKI3
2011,86,22,32,104,18,104,O3,3,DKI3
2011,100,24,25,82,18,100,PM10,2,DKI4
2011,103,16,29,113,18,113,O3,3,DKI3
2011,70,16,27,136,24,136,O3,3,DKI2
2011,87,15,27,129,23,129,O3,3,DKI2
2011,96,14,23,73,19,96,PM10,2,DKI4
2011,110,20,23,67,16,110,PM10,3,DKI4
2011,95,17,25,69,15,95,PM10,2,DKI4
2011,110,15,28,165,20,165,O3,3,DKI2
2011,71,12,27,117,26,117,O3,3,DKI3
2011,89,16,29,168,22,168,O3,3,DKI2
2011,119,16,27,105,16,119,PM10,3,DKI4
2011,115,16,37,82,13,115,PM10,3,DKI4
2011,134,14,24,91,15,134,PM10,3,DKI4
2011,118,17,23,107,14,118,PM10,3,DKI4
2011,127,15,25,138,16,138,O3,3,DKI3
2011,127,11,24,110,16,127,PM10,3,DKI4
2011,86,14,13,92,13,92,O3,2,DKI3
2011,95,12,19,91,13,95,PM10,2,DKI4
2011,110,13,20,77,15,110,PM10,3,DKI4
2011,69,16,33,87,19,87,O3,2,DKI3
2011,100,13,29,76,17,100,PM10,2,DKI4
2011,136,13,22,83,15,136,PM10,3,DKI4
2011,171,16,42,101,22,171,PM10,3,DKI4
2011,138,11,30,78,14,138,PM10,3,DKI4
2011,100,15,20,65,17,100,PM10,2,DKI4
2011,113,15,21,77,13,113,PM10,3,DKI4
2011,146,17,28,124,22,146,PM10,3,DKI4
2011,126,17,29,101,16,126,PM10,3,DKI4
2011,105,17,29,92,18,105,PM10,3,DKI4
2011,83,19,28,152,18,152,O3,3,DKI2
2011,110,17,27,148,18,148,O3,3,DKI3
2011,126,14,34,79,13,126,PM10,3,DKI4
2011,116,13,30,75,13,116,PM10,3,DKI4
2011,98,12,23,66,11,98,PM10,2,DKI4
2011,86,12,21,93,11,93,O3,2,DKI2
2011,83,14,36,95,14,95,O3,2,DKI2
2011,68,10,13,97,14,97,O3,2,DKI2
2011,92,11,25,76,10,92,PM10,2,DKI4
2011,79,9,12,102,11,102,O3,3,DKI3
2011,94,11,17,98,14,98,O3,2,DKI3
2011,154,12,28,79,14,154,PM10,3,DKI4
2011,112,12,22,71,13,112,PM10,3,DKI4
2011,120,14,25,89,15,120,PM10,3,DKI4
2011,92,16,28,159,16,159,O3,3,DKI2
2011,120,14,25,136,22,136,O3,3,DKI3
2011,94,13,22,117,16,117,O3,3,DKI2
2011,98,11,17,99,16,99,O3,2,DKI3
2011,122,14,27,86,16,122,PM10,3,DKI4
2011,113,15,28,141,22,141,O3,3,DKI3
2011,88,14,25,70,12,88,PM10,2,DKI4
2011,108,19,26,82,17,108,PM10,3,DKI4
2011,94,13,34,89,20,94,PM10,2,DKI4
2011,100,11,30,89,19,100,PM10,2,DKI4
2011,148,12,26,87,16,148,PM10,3,DKI4
2011,87,15,31,104,22,104,O3,3,DKI2
2011,81,16,31,125,23,125,O3,3,DKI2
2011,95,19,52,130,19,130,O3,3,DKI3
2011,76,19,29,177,30,177,O3,3,DKI3
2011,92,26,28,201,22,201,O3,4,DKI2
2011,88,19,25,138,22,138,O3,3,DKI3
2011,92,16,20,102,16,102,O3,3,DKI3
2011,80,25,24,147,18,147,O3,3,DKI2
2011,78,26,27,119,28,119,O3,3,DKI2
2011,91,24,27,127,19,127,O3,3,DKI3
2011,81,17,29,147,21,147,O3,3,DKI3
2011,100,23,28,112,23,112,O3,3,DKI3
2011,81,17,24,124,20,124,O3,3,DKI4
2011,91,18,18,114,15,114,O3,3,DKI3
2011,73,15,27,147,26,147,O3,3,DKI2
2011,71,18,25,107,18,107,O3,3,DKI3
2011,75,19,30,118,20,118,O3,3,DKI2
2011,73,21,28,99,26,99,O3,2,DKI3
2011,92,21,29,120,17,120,O3,3,DKI3
2011,74,19,26,61,14,74,PM10,2,DKI4
2011,113,23,31,110,19,113,PM10,3,DKI4
2011,83,16,34,107,19,107,O3,3,DKI1
2011,99,20,34,208,20,208,O3,4,DKI3
2011,93,23,33,205,29,205,O3,4,DKI3
2011,98,25,32,140,21,140,O3,3,DKI3
2011,100,21,29,102,23,102,O3,3,DKI3
2011,136,21,25,154,21,154,O3,3,DKI3
2011,129,17,40,77,17,129,PM10,3,DKI4
2011,76,16,27,78,14,78,O3,2,DKI3
2011,89,17,25,80,16,89,PM10,2,DKI4
2011,104,19,26,69,16,104,PM10,3,DKI4
2011,73,17,32,120,20,120,O3,3,DKI2
2011,131,21,35,126,18,131,PM10,3,DKI4
2011,99,18,30,100,16,100,O3,2,DKI2
2011,89,18,26,140,16,140,O3,3,DKI2
2011,82,17,22,77,11,82,PM10,2,DKI4
2011,107,19,36,93,15,107,PM10,3,DKI4
2011,81,18,39,138,24,138,O3,3,DKI2
2011,82,19,52,93,18,93,O3,2,DKI2
2011,88,14,30,83,15,88,PM10,2,DKI4
2011,79,15,41,87,16,87,O3,2,DKI2
2011,79,15,31,100,12,100,O3,2,DKI2
2011,84,18,32,154,19,154,O3,3,DKI2
2011,69,15,42,109,20,109,O3,3,DKI4
2011,92,19,30,89,17,92,PM10,2,DKI2
2011,64,14,32,78,18,78,O3,2,DKI3
2011,57,14,30,64,15,64,O3,2,DKI2
2011,57,19,21,106,31,106,O3,3,DKI2
2011,51,14,21,71,15,71,O3,2,DKI2
2011,58,17,25,175,16,175,O3,3,DKI2
2011,71,23,23,105,34,105,O3,3,DKI4
2011,78,24,31,127,32,127,O3,3,DKI3
2011,80,30,31,82,18,82,O3,2,DKI3
2011,73,20,37,79,18,79,O3,2,DKI2
2011,60,19,20,96,11,96,O3,2,DKI2
2011,70,17,33,94,17,94,O3,2,DKI2
2011,82,22,26,123,21,123,O3,3,DKI2
2011,81,22,35,147,19,147,O3,3,DKI2
2011,86,31,39,185,36,185,O3,3,DKI2
2011,96,33,33,179,28,179,O3,3,DKI2
2011,76,19,31,129,20,129,O3,3,DKI2
2011,64,18,28,122,18,122,O3,3,DKI3
2011,67,20,25,152,14,152,O3,3,DKI3
2011,65,25,35,121,21,121,O3,3,DKI2
2011,69,32,28,106,21,106,O3,3,DKI2
2011,91,26,38,179,21,179,O3,3,DKI2
2011,67,33,34,158,22,158,O3,3,DKI2
2011,58,18,26,115,16,115,O3,3,DKI2
2011,79,19,33,126,15,126,O3,3,DKI2
2011,74,12,23,133,13,133,O3,3,DKI2
2011,134,27,35,159,26,159,O3,3,DKI2
2011,91,23,32,104,19,104,O3,3,DKI2
2011,75,20,28,164,20,164,O3,3,DKI2
2011,76,18,26,107,16,107,O3,3,DKI2
2011,54,19,25,131,15,131,O3,3,DKI2
2011,44,17,29,105,13,105,O3,3,DKI2
2011,93,23,47,91,16,93,PM10,2,DKI4
2011,59,18,20,81,15,81,O3,2,DKI2
2011,66,24,37,85,18,85,O3,2,DKI2
2011,158,34,58,143,23,158,PM10,3,DKI4
2011,83,25,37,171,22,171,O3,3,DKI3
2011,89,22,32,171,30,171,O3,3,DKI3
2011,82,25,48,100,25,100,O3,2,DKI2
2011,53,14,37,151,15,151,O3,3,DKI2
2011,54,21,26,171,13,171,O3,3,DKI2
2011,71,24,42,82,19,82,O3,2,DKI3
2011,66,21,37,106,17,106,O3,3,DKI2
2011,53,17,23,117,12,117,O3,3,DKI2
2011,43,20,22,41,10,43,PM10,1,DKI4
2011,42,15,19,35,10,42,PM10,1,DKI4
2011,41,13,17,27,9,41,PM10,1,DKI4
2011,43,12,12,34,8,43,PM10,1,DKI4
2011,44,7,20,30,6,44,PM10,1,DKI4
2011,53,18,22,39,8,53,PM10,2,DKI4
2011,51,17,23,199,16,199,O3,3,DKI2
2011,50,19,25,201,13,201,O3,4,DKI2
2011,63,21,69,206,10,206,O3,4,DKI2
2011,57,18,39,190,13,190,O3,3,DKI2
2011,57,14,33,185,11,185,O3,3,DKI1
2011,46,15,35,90,12,90,O3,2,DKI2
2011,60,21,32,101,15,101,O3,3,DKI2
2011,58,28,29,76,14,76,O3,2,DKI2
2011,55,22,33,81,10,81,O3,2,DKI2
2011,37,19,22,81,9,81,O3,2,DKI2
2012,52,18,39,63,7,63,O3,2,DKI2
2012,49,22,28,55,11,55,O3,2,DKI2
2012,65,15,42,86,22,86,O3,2,DKI1
2012,69,20,55,97,20,97,O3,2,DKI1
2012,67,14,39,157,25,157,O3,3,DKI2
2012,52,28,47,68,11,68,O3,2,DKI2
2012,61,20,54,73,13,73,O3,2,DKI2
2012,48,15,48,90,13,90,O3,2,DKI2
2012,60,16,63,72,21,72,O3,2,DKI1
2012,39,16,29,69,13,69,O3,2,DKI2
2012,42,16,31,75,14,75,O3,2,DKI2
2012,42,20,37,52,13,52,O3,2,DKI2
2012,40,19,27,55,13,55,O3,2,DKI2
2012,34,19,34,54,7,54,O3,2,DKI1
2012,39,18,20,89,10,89,O3,2,DKI2
2012,50,18,30,86,16,86,O3,2,DKI2
2012,65,30,33,94,23,94,O3,2,DKI2
2012,60,45,38,98,19,98,O3,2,DKI2
2012,60,22,43,65,16,65,O3,2,DKI2
2012,60,17,33,73,12,73,O3,2,DKI2
2012,57,25,29,90,21,90,O3,2,DKI1
2012,71,21,99,95,14,99,CO,2,DKI4
2012,44,17,15,78,10,78,O3,2,DKI2
2012,55,26,24,48,11,55,PM10,2,DKI4
2012,48,22,24,62,15,62,O3,2,DKI1
2012,54,23,30,81,11,81,O3,2,DKI2
2012,51,20,26,96,14,96,O3,2,DKI2
2012,44,24,26,85,17,85,O3,2,DKI1
2012,33,15,15,75,9,75,O3,2,DKI2
2012,40,21,29,130,10,130,O3,3,DKI2
2012,31,18,29,61,12,61,O3,2,DKI2
2012,81,44,68,105,21,105,O3,3,DKI2
2012,54,52,34,74,17,74,O3,2,DKI1
2012,55,31,44,59,14,59,O3,2,DKI1
2012,59,29,41,57,12,59,PM10,2,DKI1
2012,61,23,53,90,22,90,O3,2,DKI2
2012,61,26,34,70,13,70,O3,2,DKI2
2012,55,22,34,72,17,72,O3,2,DKI1
2012,78,13,29,72,14,78,PM10,2,DKI4
2012,50,12,37,78,13,78,O3,2,DKI1
2012,49,13,25,112,13,112,O3,3,DKI2
2012,64,17,46,134,13,134,O3,3,DKI2
2012,40,11,20,91,12,91,O3,2,DKI2
2012,40,11,37,171,24,171,O3,3,DKI2
2012,80,17,53,100,24,100,O3,2,DKI2
2012,60,16,42,157,23,157,O3,3,DKI2
2012,84,16,34,93,25,93,O3,2,DKI2
2012,123,44,41,154,26,154,O3,3,DKI2
2012,57,24,28,100,17,100,O3,2,DKI3
2012,62,24,28,123,17,123,O3,3,DKI3
2012,59,52,36,83,25,83,O3,2,DKI4
2012,68,41,47,175,22,175,O3,3,DKI2
2012,66,31,39,168,13,168,O3,3,DKI3
2012,61,23,31,147,13,147,O3,3,DKI2
2012,73,26,32,151,19,151,O3,3,DKI2
2012,66,26,51,160,19,160,O3,3,DKI2
2012,60,18,22,162,15,162,O3,3,DKI2
2012,50,33,45,114,16,114,O3,3,DKI2
2012,77,53,48,232,22,232,O3,4,DKI2
2012,81,51,39,170,18,170,O3,3,DKI2
2012,73,56,51,137,15,137,O3,3,DKI2
2012,56,38,38,136,16,136,O3,3,DKI2
2012,56,25,51,76,17,76,O3,2,DKI1
2012,47,20,21,94,6,94,O3,2,DKI2
2012,52,25,30,140,13,140,O3,3,DKI2
2012,47,51,37,90,14,90,O3,2,DKI4
2012,74,36,30,99,18,99,O3,2,DKI2
2012,36,14,29,95,13,95,O3,2,DKI2
2012,38,13,27,88,12,88,O3,2,DKI2
2012,50,14,41,115,17,115,O3,3,DKI2
2012,43,12,23,100,17,100,O3,2,DKI2
2012,52,13,23,177,11,177,O3,3,DKI2
2012,61,12,27,96,14,96,O3,2,DKI2
2012,53,13,30,143,13,143,O3,3,DKI2
2012,51,23,30,78,15,78,O3,2,DKI2
2012,49,20,29,131,13,131,O3,3,DKI2
2012,53,29,30,90,15,90,O3,2,DKI2
2012,51,20,19,99,11,99,O3,2,DKI2
2012,47,27,23,92,11,92,O3,2,DKI2
2012,37,17,23,36,7,37,PM10,1,DKI4
2012,38,17,17,42,5,42,O3,1,DKI1
2012,49,17,19,48,5,49,PM10,1,DKI4
2012,59,17,19,35,7,59,PM10,2,DKI4
2012,59,17,17,122,9,122,O3,3,DKI2
2012,97,18,18,125,11,125,O3,3,DKI2
2012,80,34,32,98,17,98,O3,2,DKI2
2012,87,38,45,136,29,136,O3,3,DKI2
2012,84,25,54,95,18,95,O3,2,DKI2
2012,60,28,32,142,14,142,O3,3,DKI2
2012,48,31,35,112,22,112,O3,3,DKI2
2012,60,28,29,204,31,204,O3,4,DKI2
2012,66,31,34,207,18,207,O3,4,DKI2
2012,67,23,38,191,24,191,O3,3,DKI2
2012,54,21,36,208,26,208,O3,4,DKI2
2012,51,25,38,110,23,110,O3,3,DKI1
2012,73,29,33,99,23,99,O3,2,DKI2
2012,67,30,30,80,15,80,O3,2,DKI2
2012,66,21,33,92,17,92,O3,2,DKI2
2012,63,25,27,133,11,133,O3,3,DKI2
2012,73,29,51,151,19,151,O3,3,DKI2
2012,64,29,35,106,20,106,O3,3,DKI3
2012,87,36,48,110,24,110,O3,3,DKI2
2012,68,27,36,147,19,147,O3,3,DKI2
2012,66,27,30,126,16,126,O3,3,DKI2
2012,77,26,25,141,13,141,O3,3,DKI2
2012,72,21,21,194,10,194,O3,3,DKI2
2012,114,26,30,167,17,167,O3,3,DKI2
2012,84,24,30,210,13,210,O3,4,DKI2
2012,86,29,48,144,23,144,O3,3,DKI2
2012,65,27,34,211,21,211,O3,4,DKI2
2012,115,24,48,212,26,212,O3,4,DKI2
2012,82,16,47,214,20,214,O3,4,DKI2
2012,86,16,48,200,20,200,O3,4,DKI2
2012,111,27,33,187,19,187,O3,3,DKI2
2012,125,24,31,150,17,150,O3,3,DKI2
2012,97,20,36,215,20,215,O3,4,DKI2
2012,87,31,33,220,20,220,O3,4,DKI2
2012,65,34,32,111,21,111,O3,3,DKI2
2012,114,30,31,164,23,164,O3,3,DKI2
2012,89,24,24,199,17,199,O3,3,DKI2
2012,68,26,40,135,23,135,O3,3,DKI2
2012,59,28,46,100,17,100,O3,2,DKI2
2012,76,20,44,236,20,236,O3,4,DKI2
2012,73,21,41,226,20,226,O3,4,DKI2
2012,72,21,24,226,17,226,O3,4,DKI2
2012,108,32,31,116,16,116,O3,3,DKI2
2012,83,21,31,180,15,180,O3,3,DKI2
2012,74,22,34,147,15,147,O3,3,DKI2
2012,79,33,72,115,25,115,O3,3,DKI2
2012,76,27,53,164,31,164,O3,3,DKI2
2012,81,25,38,170,25,170,O3,3,DKI2
2012,66,25,38,173,26,173,O3,3,DKI2
2012,70,27,33,164,17,164,O3,3,DKI2
2012,82,40,27,207,15,207,O3,4,DKI2
2012,59,31,30,144,15,144,O3,3,DKI2
2012,68,27,37,164,19,164,O3,3,DKI2
2012,88,28,32,196,17,196,O3,3,DKI2
2012,73,25,43,178,23,178,O3,3,DKI2
2012,81,25,24,165,19,165,O3,3,DKI2
2012,89,23,32,146,20,146,O3,3,DKI2
2012,92,24,18,213,9,213,O3,4,DKI2
2012,72,23,34,164,23,164,O3,3,DKI2
2012,64,23,31,165,24,165,O3,3,DKI2
2012,108,28,33,140,28,140,O3,3,DKI2
2012,67,27,33,89,19,89,O3,2,DKI2
2012,67,26,34,89,23,89,O3,2,DKI3
2012,81,25,28,72,14,81,PM10,2,DKI2
2012,86,25,21,59,15,86,PM10,2,DKI4
2012,83,26,30,164,16,164,O3,3,DKI2
2012,91,22,38,187,17,187,O3,3,DKI2
2012,80,27,32,89,17,89,O3,2,DKI3
2012,139,32,40,76,19,139,PM10,3,DKI4
2012,97,32,70,107,28,107,O3,3,DKI2
2012,86,31,44,140,25,140,O3,3,DKI2
2012,94,31,30,129,23,129,O3,3,DKI2
2012,82,31,30,93,18,93,O3,2,DKI2
2012,74,24,38,169,18,169,O3,3,DKI2
2012,79,31,35,201,18,201,O3,4,DKI2
2012,58,26,36,137,19,137,O3,3,DKI2
2012,72,36,37,141,16,141,O3,3,DKI2
2012,66,22,38,215,24,215,O3,4,DKI2
2012,71,26,36,208,20,208,O3,4,DKI2
2012,96,21,53,204,34,204,O3,4,DKI2
2012,84,30,46,168,22,168,O3,3,DKI2
2012,121,34,34,138,19,138,O3,3,DKI2
2012,91,28,35,155,20,155,O3,3,DKI2
2012,83,28,37,216,23,216,O3,4,DKI2
2012,94,34,37,209,22,209,O3,4,DKI2
2012,85,25,22,93,16,93,O3,2,DKI3
2012,95,25,20,69,11,95,PM10,2,DKI4
2012,92,32,19,87,20,92,PM10,2,DKI4
2012,95,35,25,85,17,95,PM10,2,DKI4
2012,120,30,34,107,23,120,PM10,3,DKI4
2012,96,24,31,123,14,123,O3,3,DKI2
2012,94,31,28,96,12,96,O3,2,DKI2
2012,105,24,27,187,16,187,O3,3,DKI2
2012,79,27,28,80,14,80,O3,2,DKI3
2012,72,27,23,72,15,72,PM10,2,DKI4
2012,80,30,30,98,29,98,O3,2,DKI2
2012,113,31,35,135,28,135,O3,3,DKI3
2012,107,34,32,115,26,115,O3,3,DKI3
2012,98,29,29,87,16,98,PM10,2,DKI4
2012,88,25,19,81,17,88,PM10,2,DKI4
2012,134,28,30,80,19,134,PM10,3,DKI4
2012,106,31,33,72,17,106,PM10,3,DKI4
2012,85,26,40,98,23,98,O3,2,DKI3
2012,86,29,36,82,22,86,PM10,2,DKI4
2012,97,30,35,77,19,97,PM10,2,DKI4
2012,127,20,23,101,18,127,PM10,3,DKI4
2012,140,19,34,112,17,140,PM10,3,DKI4
2012,114,18,43,125,33,125,O3,3,DKI3
2012,116,23,37,119,25,119,O3,3,DKI3
2012,105,27,33,88,27,105,PM10,3,DKI4
2012,86,31,33,131,20,131,O3,3,DKI2
2012,106,27,44,130,30,130,O3,3,DKI4
2012,107,25,41,147,29,147,O3,3,DKI1
2012,145,28,36,84,21,145,PM10,3,DKI4
2012,118,27,37,92,28,118,PM10,3,DKI4
2012,72,23,32,126,25,126,O3,3,DKI2
2012,76,21,32,128,30,128,O3,3,DKI2
2012,110,33,53,113,28,113,O3,3,DKI3
2012,77,28,35,77,18,77,PM10,2,DKI1
2012,73,24,28,113,19,113,O3,3,DKI3
2012,120,17,19,87,16,120,PM10,3,DKI4
2012,106,26,38,151,28,151,O3,3,DKI4
2012,125,28,36,141,29,141,O3,3,DKI3
2012,107,29,34,290,25,290,O3,4,DKI2
2012,138,30,35,283,32,283,O3,4,DKI2
2012,114,40,37,276,29,276,O3,4,DKI2
2012,148,28,36,288,26,288,O3,4,DKI2
2012,150,22,24,234,16,234,O3,4,DKI2
2012,107,21,33,215,20,215,O3,4,DKI2
2012,107,24,36,221,21,221,O3,4,DKI2
2012,123,27,36,236,25,236,O3,4,DKI2
2012,103,33,40,244,35,244,O3,4,DKI2
2012,81,25,37,216,20,216,O3,4,DKI2
2012,101,26,27,72,15,101,PM10,3,DKI4
2012,139,25,16,73,15,139,PM10,3,DKI4
2012,136,26,38,106,19,136,PM10,3,DKI4
2012,97,23,36,146,25,146,O3,3,DKI3
2012,83,25,34,125,24,125,O3,3,DKI3
2012,171,31,32,71,26,171,PM10,3,DKI4
2012,140,33,31,61,22,140,PM10,3,DKI4
2012,114,32,22,97,17,114,PM10,3,DKI4
2012,121,27,22,86,26,121,PM10,3,DKI4
2012,132,25,37,95,20,132,PM10,3,DKI4
2012,97,22,33,82,24,97,PM10,2,DKI4
2012,94,23,29,68,22,94,PM10,2,DKI4
2012,99,27,24,73,16,99,PM10,2,DKI4
2012,98,23,20,78,15,98,PM10,2,DKI4
2012,166,22,25,82,15,166,PM10,3,DKI4
2012,109,21,27,73,11,109,PM10,3,DKI4
2012,65,19,10,78,14,78,O3,2,DKI3
2012,72,23,25,78,11,78,O3,2,DKI3
2012,75,21,13,88,16,88,O3,2,DKI1
2012,85,22,18,125,13,125,O3,3,DKI3
2012,89,29,16,99,15,99,O3,2,DKI3
2012,73,23,14,104,16,104,O3,3,DKI3
2012,95,24,17,91,11,95,PM10,2,DKI4
2012,78,23,30,94,21,94,O3,2,DKI4
2012,128,45,33,115,20,128,PM10,3,DKI4
2012,77,22,33,103,23,103,O3,3,DKI3
2012,149,27,30,83,20,149,PM10,3,DKI4
2012,106,28,27,90,18,106,PM10,3,DKI4
2012,77,31,25,99,19,99,O3,2,DKI3
2012,128,40,25,127,20,128,PM10,3,DKI4
2012,77,26,32,97,20,97,O3,2,DKI3
2012,82,33,29,89,22,89,O3,2,DKI3
2012,71,29,33,112,26,112,O3,3,DKI2
2012,84,27,31,124,20,124,O3,3,DKI2
2012,78,26,31,109,21,109,O3,3,DKI3
2012,74,25,27,65,19,74,PM10,2,DKI1
2012,71,24,18,96,21,96,O3,2,DKI1
2012,71,23,35,122,20,122,O3,3,DKI3
2012,78,27,34,175,26,175,O3,3,DKI3
2012,82,31,49,167,21,167,O3,3,DKI3
2012,70,30,29,79,27,79,O3,2,DKI3
2012,84,37,28,144,25,144,O3,3,DKI3
2012,131,54,27,218,29,218,O3,4,DKI2
2012,111,15,25,219,23,219,O3,4,DKI2
2012,178,20,38,224,19,224,O3,4,DKI2
2012,100,22,36,244,20,244,O3,4,DKI2
2012,101,33,34,89,18,101,PM10,3,DKI4
2012,71,24,31,216,15,216,O3,4,DKI2
2012,79,27,34,258,27,258,O3,4,DKI2
2012,110,31,45,193,20,193,O3,3,DKI2
2012,102,22,21,176,17,176,O3,3,DKI2
2012,81,26,34,245,20,245,O3,4,DKI2
2012,77,26,37,238,20,238,O3,4,DKI2
2012,86,31,35,221,23,221,O3,4,DKI2
2012,65,26,32,222,25,222,O3,4,DKI2
2012,74,33,31,146,22,146,O3,3,DKI2
2012,109,38,52,210,27,210,O3,4,DKI2
2012,89,32,52,215,18,215,O3,4,DKI2
2012,98,27,47,219,15,219,O3,4,DKI2
2012,92,31,34,295,17,295,O3,4,DKI2
2012,96,30,69,236,22,236,O3,4,DKI2
2012,76,27,44,201,27,201,O3,4,DKI2
2012,65,25,47,238,18,238,O3,4,DKI2
2012,66,28,54,212,20,212,O3,4,DKI2
2012,62,26,27,210,16,210,O3,4,DKI2
2012,83,27,37,238,20,238,O3,4,DKI2
2012,92,34,52,205,19,205,O3,4,DKI2
2012,69,30,32,288,22,288,O3,4,DKI2
2012,74,27,31,261,19,261,O3,4,DKI2
2012,69,31,29,266,20,266,O3,4,DKI2
2012,109,35,55,129,18,129,O3,3,DKI2
2012,93,27,46,235,10,235,O3,4,DKI2
2012,139,32,63,228,21,228,O3,4,DKI2
2012,92,29,42,257,17,257,O3,4,DKI2
2012,116,35,52,275,17,275,O3,4,DKI2
2012,111,29,41,249,15,249,O3,4,DKI2
2012,86,29,40,274,25,274,O3,4,DKI3
2012,95,27,106,264,22,264,O3,4,DKI2
2012,76,29,62,244,11,244,O3,4,DKI2
2012,62,25,36,254,18,254,O3,4,DKI2
2012,77,30,41,225,23,225,O3,4,DKI2
2012,109,33,48,157,19,157,O3,3,DKI2
2012,81,28,33,229,21,229,O3,4,DKI2
2012,115,24,80,247,17,247,O3,4,DKI2
2012,69,24,55,241,13,241,O3,4,DKI2
2012,75,22,73,243,14,243,O3,4,DKI2
2012,84,28,67,231,16,231,O3,4,DKI2
2012,68,29,58,268,14,268,O3,4,DKI2
2012,72,31,42,278,21,278,O3,4,DKI2
2012,98,31,51,276,23,276,O3,4,DKI2
2012,85,35,72,270,24,270,O3,4,DKI2
2012,87,28,61,282,24,282,O3,4,DKI2
2012,85,29,72,314,20,314,O3,BERBAHAYA,DKI2
2012,79,29,78,297,27,297,O3,4,DKI2
2012,67,30,47,270,22,270,O3,4,DKI2
2012,80,33,65,243,28,243,O3,4,DKI2
2012,62,30,42,287,20,287,O3,4,DKI2
2012,53,26,31,264,15,264,O3,4,DKI2
2012,65,30,118,271,25,271,O3,4,DKI2
2012,60,25,28,267,22,267,O3,4,DKI2
2012,59,27,39,246,22,246,O3,4,DKI2
2012,62,26,40,270,18,270,O3,4,DKI2
2012,93,34,83,279,23,279,O3,4,DKI2
2012,73,30,134,261,17,261,O3,4,DKI2
2012,83,29,78,105,19,105,O3,3,DKI4
2012,79,30,29,266,20,266,O3,4,DKI2
2012,47,23,17,57,12,57,O3,2,DKI1
2012,51,30,35,221,22,221,O3,4,DKI2
2012,58,30,43,261,19,261,O3,4,DKI2
2012,75,32,73,154,27,154,O3,3,DKI2
2012,71,30,48,185,18,185,O3,3,DKI2
2012,69,33,40,203,22,203,O3,4,DKI2
2012,53,30,31,200,18,200,O3,4,DKI2
2012,62,36,38,238,18,238,O3,4,DKI2
2012,58,34,40,203,18,203,O3,4,DKI2
2012,84,37,52,215,18,215,O3,4,DKI2
2012,62,30,47,227,16,227,O3,4,DKI2
2012,69,32,49,218,22,218,O3,4,DKI2
2012,76,30,76,137,22,137,O3,3,DKI2
2012,59,30,61,106,18,106,O3,3,DKI2
2012,66,26,85,222,15,222,O3,4,DKI2
2012,52,27,58,212,14,212,O3,4,DKI2
2012,46,31,64,202,16,202,O3,4,DKI2
2012,57,39,35,197,11,197,O3,3,DKI5
2012,63,34,37,219,21,219,O3,4,DKI2
2012,74,13,58,221,19,221,O3,4,DKI4
2012,57,9,26,210,14,210,O3,4,DKI2
2012,58,7,38,228,16,228,O3,4,DKI2
2012,60,4,28,229,16,229,O3,4,DKI2
2012,70,13,31,209,19,209,O3,4,DKI3
2012,72,16,33,163,19,163,O3,3,DKI2
2012,64,6,39,135,24,135,O3,3,DKI2
2012,68,7,42,223,30,223,O3,4,DKI2
2012,63,5,61,214,17,214,O3,4,DKI2
2012,59,8,20,215,18,215,O3,4,DKI2
2012,53,7,32,124,20,124,O3,3,DKI2
2012,49,8,39,107,19,107,O3,3,DKI2
2012,65,6,51,168,18,168,O3,3,DKI2
2012,66,12,33,155,20,155,O3,3,DKI2
2012,55,9,29,185,14,185,O3,3,DKI2
2012,52,2,39,217,12,217,O3,4,DKI2
2012,43,4,35,209,13,209,O3,4,DKI2
2012,53,9,21,178,13,178,O3,3,DKI2
2012,45,4,20,192,10,192,O3,3,DKI2
2012,38,3,31,205,16,205,O3,4,DKI2
2012,45,6,30,218,12,218,O3,4,DKI2
2012,47,4,23,210,11,210,O3,4,DKI2
2012,40,4,26,215,14,215,O3,4,DKI2
2012,38,4,20,215,10,215,O3,4,DKI2
