tahun,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2014,106,14,83,62,29,106,PM10,3,DKI5
2014,53,15,29,91,15,91,O3,2,DKI5
2014,58,15,24,53,13,58,PM10,2,DKI4
2014,83,17,41,60,20,83,PM10,2,DKI5
2014,70,11,52,41,26,70,PM10,2,DKI5
2014,55,12,33,140,20,140,O3,3,DKI2
2014,70,23,30,84,19,84,O3,2,DKI2
2014,56,12,45,94,23,94,O3,2,DKI3
2014,68,19,37,89,21,89,O3,2,DKI5
2014,71,22,36,76,21,76,O3,2,DKI3
2014,68,13,30,86,24,86,O3,2,DKI5
2014,65,13,39,65,14,65,PM10,2,DKI3
2014,67,14,38,87,21,87,O3,2,DKI3
2014,60,18,32,104,18,104,O3,3,DKI2
2014,53,12,27,91,16,91,O3,2,DKI4
2014,60,16,29,70,19,70,O3,2,DKI2
2014,68,13,46,68,16,68,PM10,2,DKI2
2014,53,12,27,63,14,63,O3,2,DKI2
2014,41,12,26,60,11,60,O3,2,DKI1
2014,60,12,39,90,13,90,O3,2,DKI5
2014,36,12,13,87,14,87,O3,2,DKI3
2014,52,23,19,54,11,54,O3,2,DKI3
2014,51,16,13,84,9,84,O3,2,DKI2
2014,56,13,14,80,10,80,O3,2,DKI2
2014,63,13,13,74,12,74,O3,2,DKI3
2014,77,13,22,77,11,77,PM10,2,DKI3
2014,60,20,24,65,12,65,O3,2,DKI3
2014,59,14,18,61,11,61,O3,2,DKI2
2014,57,31,14,51,8,57,PM10,2,DKI2
2014,64,19,21,63,13,64,PM10,2,DKI4
2014,70,21,27,74,14,74,O3,2,DKI3
2014,71,17,24,93,15,93,O3,2,DKI3
2014,70,19,17,88,18,88,O3,2,DKI3
2014,66,23,26,65,14,66,PM10,2,DKI2
2014,66,19,34,99,18,99,O3,2,DKI3
2014,65,15,32,98,17,98,O3,2,DKI3
2014,73,17,24,72,15,73,PM10,2,DKI4
2014,70,17,30,82,19,82,O3,2,DKI3
2014,58,16,26,85,15,85,O3,2,DKI3
2014,66,19,24,86,16,86,O3,2,DKI3
2014,70,26,29,80,16,80,O3,2,DKI3
2014,82,20,25,98,21,98,O3,2,DKI3
2014,75,18,31,104,20,104,O3,3,DKI5
2014,93,17,28,88,18,93,PM10,2,DKI4
2014,108,14,25,63,20,108,PM10,3,DKI4
2014,76,16,18,84,13,84,O3,2,DKI5
2014,75,14,15,82,9,82,O3,2,DKI3
2014,72,15,30,90,25,90,O3,2,DKI5
2014,72,19,31,97,20,97,O3,2,DKI5
2014,84,15,26,88,18,88,O3,2,DKI3
2014,76,15,24,78,14,78,O3,2,DKI3
2014,76,15,27,73,17,76,PM10,2,DKI2
2014,78,15,27,92,22,92,O3,2,DKI3
2014,80,14,17,83,14,83,O3,2,DKI3
2014,68,16,20,75,15,75,O3,2,DKI3
2014,73,16,27,93,17,93,O3,2,DKI3
2014,87,17,26,101,18,101,O3,3,DKI4
2014,85,15,29,115,18,115,O3,3,DKI3
2014,76,16,32,88,25,88,O3,2,DKI4
2014,61,14,30,97,18,97,O3,2,DKI2
2014,68,15,27,89,18,89,O3,2,DKI3
2014,77,16,27,80,21,80,O3,2,DKI5
2014,86,16,28,106,21,106,O3,3,DKI3
2014,75,17,27,83,21,83,O3,2,DKI3
2014,81,19,25,89,17,89,O3,2,DKI3
2014,79,17,24,87,22,87,O3,2,DKI3
2014,79,17,22,91,20,91,O3,2,DKI3
2014,77,17,16,88,19,88,O3,2,DKI3
2014,72,18,27,102,22,102,O3,3,DKI3
2014,83,17,27,112,24,112,O3,3,DKI3
2014,82,18,21,75,18,82,PM10,2,DKI4
2014,80,20,24,81,18,81,O3,2,DKI3
2014,77,16,21,69,14,77,PM10,2,DKI4
2014,74,19,18,86,15,86,O3,2,DKI3
2014,77,15,38,90,21,90,O3,2,DKI3
2014,72,15,31,79,19,79,O3,2,DKI3
2014,69,16,26,76,16,76,O3,2,DKI3
2014,99,21,20,63,16,99,PM10,2,DKI4
2014,78,19,28,124,24,124,O3,3,DKI2
2014,93,18,28,107,22,107,O3,3,DKI3
2014,85,21,27,78,21,85,PM10,2,DKI4
2014,90,17,32,79,20,90,PM10,2,DKI4
2014,78,15,28,93,17,93,O3,2,DKI4
2014,74,26,31,77,24,77,O3,2,DKI2
2014,102,16,41,67,20,102,PM10,3,DKI4
2014,74,16,30,74,18,74,PM10,2,DKI4
2014,78,16,27,83,18,83,O3,2,DKI4
2014,74,16,18,62,15,74,PM10,2,DKI4
2014,78,15,26,80,17,80,O3,2,DKI2
2014,82,27,22,124,25,124,O3,3,DKI5
2014,83,27,20,77,18,83,PM10,2,DKI4
2014,72,17,17,89,17,89,O3,2,DKI2
2014,66,20,14,78,18,78,O3,2,DKI4
2014,75,17,22,81,22,81,O3,2,DKI2
2014,86,20,30,121,23,121,O3,3,DKI2
2014,105,18,28,106,20,106,O3,3,DKI2
2014,100,16,33,131,18,131,O3,3,DKI2
2014,77,15,26,73,15,77,PM10,2,DKI4
2014,81,15,22,89,17,89,O3,2,DKI4
2014,92,19,35,78,24,92,PM10,2,DKI4
2014,93,17,28,71,16,93,PM10,2,DKI4
2014,91,16,27,70,20,91,PM10,2,DKI4
2014,94,20,34,73,19,94,PM10,2,DKI4
2014,77,16,21,78,18,78,O3,2,DKI5
2014,81,20,22,63,16,81,PM10,2,DKI4
2014,83,23,23,72,22,83,PM10,2,DKI4
2014,86,18,27,116,27,116,O3,3,DKI5
2014,100,17,27,81,21,100,PM10,2,DKI2
2014,116,21,41,82,16,116,PM10,3,DKI2
2014,86,19,36,92,15,92,O3,2,DKI5
2014,64,18,32,85,24,85,O3,2,DKI5
2014,70,15,27,112,21,112,O3,3,DKI2
2014,84,20,25,75,19,84,PM10,2,DKI2
2014,71,16,30,61,18,71,PM10,2,DKI4
2014,83,20,26,65,19,83,PM10,2,DKI4
2014,58,16,22,96,21,96,O3,2,DKI2
2014,92,16,32,107,19,107,O3,3,DKI5
2014,74,25,25,93,21,93,O3,2,DKI2
2014,70,20,28,94,23,94,O3,2,DKI2
2014,59,17,27,71,22,71,O3,2,DKI2
2014,71,17,31,90,20,90,O3,2,DKI5
2014,82,16,33,94,21,94,O3,2,DKI5
2014,70,19,30,146,19,146,O3,3,DKI5
2014,69,15,32,94,24,94,O3,2,DKI2
2014,61,15,34,99,24,99,O3,2,DKI2
2014,55,14,31,103,18,103,O3,3,DKI2
2014,69,16,38,83,22,83,O3,2,DKI2
2014,67,25,28,100,25,100,O3,2,DKI5
2014,70,24,35,87,22,87,O3,2,DKI4
2014,79,23,41,103,27,103,O3,3,DKI2
2014,67,19,24,104,21,104,O3,3,DKI2
2014,47,18,27,70,19,70,O3,2,DKI5
2014,51,26,37,82,19,82,O3,2,DKI5
2014,66,18,30,104,18,104,O3,3,DKI5
2014,50,21,34,90,20,90,O3,2,DKI2
2014,62,15,33,72,16,72,O3,2,DKI2
2014,64,18,44,82,20,82,O3,2,DKI5
2014,78,17,38,58,14,78,PM10,2,DKI4
2014,65,15,29,105,17,105,O3,3,DKI2
2014,50,16,30,92,17,92,O3,2,DKI2
2014,59,16,30,93,21,93,O3,2,DKI5
2014,80,19,40,100,25,100,O3,2,DKI2
2014,66,17,32,140,23,140,O3,3,DKI2
2014,79,23,64,74,30,79,PM10,2,DKI2
2014,37,14,26,51,15,51,O3,2,DKI1
2014,33,14,20,34,12,34,O3,1,DKI2
2014,47,16,24,49,13,49,O3,1,DKI2
2014,39,14,23,52,11,52,O3,2,DKI2
2014,54,15,29,77,19,77,O3,2,DKI4
2014,68,18,28,103,23,103,O3,3,DKI2
2014,54,14,43,53,13,54,PM10,2,DKI2
2014,55,15,51,56,11,56,O3,2,DKI2
2014,30,15,19,52,11,52,O3,2,DKI2
2014,42,16,39,47,12,47,O3,1,DKI2
2014,45,17,31,51,18,51,O3,2,DKI2
2014,61,18,28,48,17,61,PM10,2,DKI4
2014,52,16,23,48,14,52,PM10,2,DKI4
2014,59,16,24,58,12,59,PM10,2,DKI4
2014,50,19,23,46,12,50,PM10,1,DKI4
2014,41,16,23,41,12,41,PM10,1,DKI2
2014,72,17,26,56,19,72,PM10,2,DKI4
2014,47,15,25,52,13,52,O3,2,DKI2
2014,56,29,23,37,10,56,PM10,2,DKI4
2014,62,34,30,46,15,62,PM10,2,DKI1
2014,37,30,30,42,13,42,O3,1,DKI1
2014,67,34,47,48,15,67,PM10,2,DKI2
2014,42,25,33,79,19,79,O3,2,DKI2
2014,39,10,37,55,18,55,O3,2,DKI2
2014,69,11,43,137,19,137,O3,3,DKI2
2014,59,12,37,130,16,130,O3,3,DKI2
2014,52,14,30,71,14,71,O3,2,DKI2
2014,30,9,32,40,16,40,O3,1,DKI2
2014,40,10,42,137,22,137,O3,3,DKI4
2014,31,9,25,201,6,201,O3,4,DKI4
2014,36,10,28,81,11,81,O3,2,DKI4
2014,24,9,25,217,11,217,O3,4,DKI4
2015,49,10,39,27,10,49,PM10,1,DKI1
2015,28,9,26,48,10,48,O3,1,DKI2
2015,27,10,28,44,10,44,O3,1,DKI2
2015,22,9,28,42,12,42,O3,1,DKI2
2015,25,9,25,32,7,32,O3,1,DKI2
2015,29,9,26,37,11,37,O3,1,DKI2
2015,32,10,32,35,12,35,O3,1,DKI1
2015,48,10,25,40,13,48,PM10,1,DKI3
2015,24,10,24,32,7,32,O3,1,DKI1
2015,25,10,24,43,8,43,O3,1,DKI2
2015,34,11,23,41,11,41,O3,1,DKI1
2015,37,11,28,37,13,37,PM10,1,DKI1
2015,45,11,39,35,18,45,PM10,1,DKI1
2015,41,11,44,40,17,44,CO,1,DKI2
2015,39,10,34,47,20,47,O3,1,DKI2
2015,57,16,61,40,17,61,CO,2,DKI3
2015,39,11,30,43,15,43,O3,1,DKI2
2015,46,11,36,45,18,46,PM10,1,DKI5
2015,54,11,39,41,16,54,PM10,2,DKI1
2015,70,13,72,51,24,72,CO,2,DKI2
2015,56,12,61,40,16,61,CO,2,DKI2
2015,45,11,36,36,15,45,PM10,1,DKI4
2015,49,10,50,41,23,50,CO,1,DKI2
2015,71,13,72,65,21,72,CO,2,DKI3
2015,35,11,29,67,18,67,O3,2,DKI3
2015,53,14,41,59,14,59,O3,2,DKI3
2015,68,12,51,49,13,68,PM10,2,DKI5
2015,57,14,46,65,15,65,O3,2,DKI3
2015,55,13,34,61,17,61,O3,2,DKI3
2015,52,12,46,50,13,52,PM10,2,DKI1
2015,54,14,32,41,15,54,PM10,2,DKI1
2015,42,7,30,42,12,42,PM10,1,DKI1
2015,50,6,49,42,21,50,PM10,1,DKI5
2015,76,8,69,50,15,76,PM10,2,DKI5
2015,68,10,59,55,23,68,PM10,2,DKI5
2015,47,9,33,58,17,58,O3,2,DKI3
2015,30,8,52,49,13,52,CO,2,DKI3
2015,51,9,33,53,15,53,O3,2,DKI3
2015,49,9,34,46,12,49,PM10,1,DKI1
2015,27,8,45,36,14,45,CO,1,DKI3
2015,23,9,42,46,11,46,O3,1,DKI3
2015,56,9,68,40,11,68,CO,2,DKI3
2015,72,10,54,50,22,72,PM10,2,DKI5
2015,48,10,37,48,15,48,PM10,1,DKI3
2015,58,13,57,48,16,58,PM10,2,DKI5
2015,67,13,71,44,12,71,CO,2,DKI3
2015,69,13,56,72,18,72,O3,2,DKI3
2015,49,13,57,63,13,63,O3,2,DKI3
2015,56,19,48,66,24,66,O3,2,DKI4
2015,40,13,34,42,13,42,O3,1,DKI3
2015,52,24,42,68,20,68,O3,2,DKI3
2015,98,15,60,62,27,98,PM10,2,DKI4
2015,71,15,37,57,23,71,PM10,2,DKI4
2015,63,16,32,46,15,63,PM10,2,DKI4
2015,70,17,42,70,17,70,PM10,2,DKI3
2015,85,20,45,121,18,121,O3,3,DKI3
2015,87,19,35,147,31,147,O3,3,DKI3
2015,83,16,38,129,21,129,O3,3,DKI3
2015,78,17,43,65,19,78,PM10,2,DKI4
2015,86,16,48,39,16,86,PM10,2,DKI4
2015,57,17,40,41,18,57,PM10,2,DKI1
2015,62,19,33,50,18,62,PM10,2,DKI1
2015,59,16,41,38,19,59,PM10,2,DKI1
2015,51,14,29,44,15,51,PM10,2,DKI1
2015,66,17,44,70,18,70,O3,2,DKI5
2015,53,15,27,59,20,59,O3,2,DKI4
2015,46,14,36,36,17,46,PM10,1,DKI4
2015,51,15,33,45,17,51,PM10,2,DKI5
2015,49,14,36,63,25,63,O3,2,DKI5
2015,44,14,27,62,15,62,O3,2,DKI3
2015,43,16,29,48,12,48,O3,1,DKI4
2015,66,16,61,49,24,66,PM10,2,DKI1
2015,72,17,44,52,13,72,PM10,2,DKI4
2015,64,16,30,49,14,64,PM10,2,DKI1
2015,55,14,52,71,19,71,O3,2,DKI4
2015,66,20,46,85,21,85,O3,2,DKI4
2015,75,22,35,104,25,104,O3,3,DKI2
2015,68,16,33,130,26,130,O3,3,DKI3
2015,57,15,30,127,30,127,O3,3,DKI2
2015,52,14,30,92,16,92,O3,2,DKI3
2015,63,16,36,113,17,113,O3,3,DKI3
2015,53,17,33,155,28,155,O3,3,DKI5
2015,76,17,46,94,20,94,O3,2,DKI3
2015,75,21,44,57,20,75,PM10,2,DKI4
2015,66,15,43,62,21,66,PM10,2,DKI2
2015,67,17,58,83,20,83,O3,2,DKI3
2015,68,17,33,77,17,77,O3,2,DKI3
2015,78,15,53,74,12,78,PM10,2,DKI4
2015,69,14,47,76,17,76,O3,2,DKI3
2015,80,17,29,72,18,80,PM10,2,DKI4
2015,65,19,37,80,21,80,O3,2,DKI2
2015,67,13,45,88,22,88,O3,2,DKI2
2015,51,14,50,54,17,54,O3,2,DKI3
2015,75,18,52,108,21,108,O3,3,DKI2
2015,75,19,45,77,23,77,O3,2,DKI5
2015,71,17,41,61,20,71,PM10,2,DKI4
2015,57,17,29,33,12,57,PM10,2,DKI4
2015,65,15,46,86,19,86,O3,2,DKI2
2015,69,14,42,86,23,86,O3,2,DKI2
2015,87,18,64,87,39,87,PM10,2,DKI3
2015,59,17,36,62,15,62,O3,2,DKI2
2015,62,22,35,88,25,88,O3,2,DKI3
2015,74,21,35,65,17,74,PM10,2,DKI1
2015,74,22,54,67,30,74,PM10,2,DKI4
2015,64,17,37,83,19,83,O3,2,DKI3
2015,73,18,36,87,21,87,O3,2,DKI3
2015,64,18,37,54,16,64,PM10,2,DKI2
2015,84,22,47,74,19,84,PM10,2,DKI4
2015,83,18,48,111,21,111,O3,3,DKI2
2015,61,22,42,98,21,98,O3,2,DKI1
2015,76,25,45,101,30,101,O3,3,DKI3
2015,71,17,36,119,19,119,O3,3,DKI3
2015,40,16,26,46,10,46,O3,1,DKI1
2015,34,15,28,39,7,39,O3,1,DKI1
2015,32,15,30,40,14,40,O3,1,DKI1
2015,53,16,39,43,16,53,PM10,2,DKI2
2015,53,16,47,67,9,67,O3,2,DKI4
2015,46,15,28,42,12,46,PM10,1,DKI4
2015,50,15,27,42,12,50,PM10,1,DKI4
2015,40,15,28,51,16,51,O3,2,DKI2
2015,57,17,33,105,20,105,O3,3,DKI2
2015,82,19,53,99,16,99,O3,2,DKI2
2015,65,21,35,96,22,96,O3,2,DKI3
2015,55,19,43,71,16,71,O3,2,DKI4
2015,73,22,61,62,23,73,PM10,2,DKI2
2015,79,19,45,48,22,79,PM10,2,DKI2
2015,59,18,29,67,15,67,O3,2,DKI3
2015,72,22,27,53,15,72,PM10,2,DKI4
2015,83,15,40,83,16,83,PM10,2,DKI2
2015,57,19,28,76,19,76,O3,2,DKI2
2015,65,23,28,47,30,65,PM10,2,DKI4
2015,77,20,42,57,16,77,PM10,2,DKI2
2015,75,24,33,63,43,75,PM10,2,DKI4
2015,67,18,28,61,22,67,PM10,2,DKI4
2015,60,17,38,53,63,63,NO2,2,DKI5
2015,68,17,46,92,17,92,O3,2,DKI4
2015,67,17,37,66,42,67,PM10,2,DKI4
2015,77,18,32,77,30,77,PM10,2,DKI3
2015,84,18,31,105,19,105,O3,3,DKI3
2015,83,18,30,97,22,97,O3,2,DKI3
2015,87,18,32,84,19,87,PM10,2,DKI4
2015,85,19,27,90,17,90,O3,2,DKI5
2015,93,22,36,90,18,93,PM10,2,DKI4
2015,87,24,34,77,17,87,PM10,2,DKI4
2015,83,20,29,83,14,83,PM10,2,DKI3
2015,78,19,41,85,17,85,O3,2,DKI3
2015,96,20,32,74,16,96,PM10,2,DKI4
2015,69,20,24,37,11,69,PM10,2,DKI4
2015,64,20,30,64,22,64,PM10,2,DKI1
2015,74,20,36,70,18,74,PM10,2,DKI2
2015,70,20,53,83,14,83,O3,2,DKI3
2015,74,20,35,53,17,74,PM10,2,DKI2
2015,89,20,45,77,17,89,PM10,2,DKI4
2015,61,19,30,84,16,84,O3,2,DKI3
2015,79,19,42,60,12,79,PM10,2,DKI4
2015,63,21,31,51,16,63,PM10,2,DKI4
2015,79,25,42,60,22,79,PM10,2,DKI4
2015,86,22,37,65,16,86,PM10,2,DKI4
2015,85,21,45,54,15,85,PM10,2,DKI4
2015,91,21,43,51,18,91,PM10,2,DKI4
2015,78,27,49,93,21,93,O3,2,DKI5
2015,71,19,44,90,28,90,O3,2,DKI3
2015,86,24,43,107,19,107,O3,3,DKI2
2015,81,30,39,94,32,94,O3,2,DKI5
2015,89,30,37,113,22,113,O3,3,DKI3
2015,85,28,36,108,26,108,O3,3,DKI3
2015,92,32,47,115,29,115,O3,3,DKI3
2015,115,37,48,78,25,115,PM10,3,DKI4
2015,83,34,29,80,19,83,PM10,2,DKI4
2015,79,32,30,87,28,87,O3,2,DKI2
2015,79,37,34,77,25,79,PM10,2,DKI4
2015,92,31,28,99,17,99,O3,2,DKI2
2015,98,26,31,97,20,98,PM10,2,DKI4
2015,109,30,32,98,30,109,PM10,3,DKI4
2015,86,34,34,94,29,94,O3,2,DKI3
2015,101,33,38,72,23,101,PM10,3,DKI5
2015,114,34,31,67,18,114,PM10,3,DKI5
2015,105,33,34,61,12,105,PM10,3,DKI5
2015,72,26,26,84,15,84,O3,2,DKI2
2015,94,28,35,101,22,101,O3,3,DKI4
2015,95,31,33,101,22,101,O3,3,DKI3
2015,83,32,30,86,24,86,O3,2,DKI4
2015,86,34,37,93,21,93,O3,2,DKI4
2015,75,35,31,99,19,99,O3,2,DKI5
2015,77,40,22,94,22,94,O3,2,DKI3
2015,114,35,52,87,20,114,PM10,3,DKI5
2015,84,34,25,95,21,95,O3,2,DKI3
2015,83,37,27,123,27,123,O3,3,DKI3
2015,81,33,26,109,21,109,O3,3,DKI3
2015,81,32,21,95,22,95,O3,2,DKI3
2015,73,35,27,86,27,86,O3,2,DKI3
2015,70,47,26,77,15,77,O3,2,DKI3
2015,63,29,23,64,13,64,O3,2,DKI3
2015,60,31,23,54,11,60,PM10,2,DKI5
2015,70,33,25,53,12,70,PM10,2,DKI4
2015,60,32,25,39,12,60,PM10,2,DKI5
2015,55,31,21,45,9,55,PM10,2,DKI4
2015,56,31,31,44,8,56,PM10,2,DKI4
2015,52,30,22,58,8,58,O3,2,DKI3
2015,54,29,21,56,8,56,O3,2,DKI3
2015,55,30,22,61,9,61,O3,2,DKI3
2015,72,30,22,64,9,72,PM10,2,DKI4
2015,62,27,22,61,10,62,PM10,2,DKI4
2015,63,28,30,56,11,63,PM10,2,DKI4
2015,59,29,23,53,10,59,PM10,2,DKI4
2015,66,32,24,79,12,79,O3,2,DKI3
2015,110,28,27,80,30,110,PM10,3,DKI4
2015,69,27,26,82,17,82,O3,2,DKI3
2015,65,34,26,66,16,66,O3,2,DKI3
2015,71,33,26,54,17,71,PM10,2,DKI4
2015,80,33,28,73,15,80,PM10,2,DKI4
2015,79,32,27,82,22,82,O3,2,DKI3
2015,81,32,29,91,20,91,O3,2,DKI3
2015,86,27,28,94,15,94,O3,2,DKI3
2015,67,35,25,69,17,69,O3,2,DKI3
2015,101,38,37,86,24,101,PM10,3,DKI4
2015,91,35,21,73,20,91,PM10,2,DKI4
2015,86,34,24,84,19,86,PM10,2,DKI4
2015,62,31,19,88,18,88,O3,2,DKI3
2015,70,27,22,95,22,95,O3,2,DKI3
2015,76,30,31,71,20,76,PM10,2,DKI4
2015,68,29,23,59,13,68,PM10,2,DKI4
2015,75,29,24,74,15,75,PM10,2,DKI4
2015,66,26,21,74,22,74,O3,2,DKI3
2015,92,25,28,83,19,92,PM10,2,DKI4
2015,65,25,22,56,13,65,PM10,2,DKI4
2015,70,29,22,75,16,75,O3,2,DKI3
2015,69,27,20,68,11,69,PM10,2,DKI4
2015,72,29,18,77,14,77,O3,2,DKI3
2015,78,29,23,79,18,79,O3,2,DKI3
2015,88,29,24,82,16,88,PM10,2,DKI4
2015,94,27,25,92,28,94,PM10,2,DKI4
2015,79,29,22,98,22,98,O3,2,DKI3
2015,94,32,18,96,19,96,O3,2,DKI3
2015,97,31,22,77,20,97,PM10,2,DKI4
2015,87,33,24,84,21,87,PM10,2,DKI4
2015,96,34,25,102,21,102,O3,3,DKI3
2015,110,35,24,95,26,110,PM10,3,DKI4
2015,97,34,25,83,22,97,PM10,2,DKI4
2015,88,32,23,75,24,88,PM10,2,DKI4
2015,81,32,26,100,15,100,O3,2,DKI3
2015,80,30,19,75,13,80,PM10,2,DKI4
2015,69,31,19,105,24,105,O3,3,DKI2
2015,78,34,19,71,24,78,PM10,2,DKI4
2015,86,39,23,70,25,86,PM10,2,DKI4
2015,101,37,23,61,21,101,PM10,3,DKI4
2015,89,35,22,74,19,89,PM10,2,DKI4
2015,80,33,20,71,18,80,PM10,2,DKI4
2015,89,32,21,75,16,89,PM10,2,DKI4
2015,82,33,24,83,20,83,O3,2,DKI3
2015,86,33,25,102,18,102,O3,3,DKI3
2015,94,31,28,96,23,96,O3,2,DKI3
2015,71,35,35,99,24,99,O3,2,DKI3
2015,70,34,25,79,18,79,O3,2,DKI3
2015,70,31,20,78,17,78,O3,2,DKI3
2015,62,29,20,87,13,87,O3,2,DKI2
2015,70,33,17,114,24,114,O3,3,DKI2
2015,75,33,27,91,23,91,O3,2,DKI3
2015,76,31,23,71,17,76,PM10,2,DKI4
2015,96,33,24,80,16,96,PM10,2,DKI4
2015,94,31,22,67,14,94,PM10,2,DKI4
2015,100,33,23,68,17,100,PM10,2,DKI4
2015,116,30,28,92,19,116,PM10,3,DKI4
2015,112,32,27,120,22,120,O3,3,DKI3
2015,114,34,31,80,24,114,PM10,3,DKI4
2015,93,37,43,92,26,93,PM10,2,DKI4
2015,98,33,40,95,23,98,PM10,2,DKI4
2015,88,32,21,91,19,91,O3,2,DKI3
2015,77,34,28,68,18,77,PM10,2,DKI1
2015,80,32,22,78,13,80,PM10,2,DKI4
2015,76,30,25,94,19,94,O3,2,DKI3
2015,105,31,30,69,20,105,PM10,3,DKI4
2015,92,33,25,67,23,92,PM10,2,DKI4
2015,121,36,28,69,33,121,PM10,3,DKI4
2015,107,33,33,57,16,107,PM10,3,DKI4
2015,108,32,27,54,13,108,PM10,3,DKI4
2015,121,33,26,66,11,121,PM10,3,DKI4
2015,86,31,23,81,21,86,PM10,2,DKI4
2015,93,33,31,95,22,95,O3,2,DKI3
2015,78,30,31,97,25,97,O3,2,DKI3
2015,70,27,25,97,23,97,O3,2,DKI3
2015,79,29,34,78,22,79,PM10,2,DKI4
2015,80,31,36,69,18,80,PM10,2,DKI4
2015,87,32,34,59,11,87,PM10,2,DKI4
2015,80,32,26,92,21,92,O3,2,DKI3
2015,80,28,25,80,22,80,PM10,2,DKI3
2015,76,29,35,82,21,82,O3,2,DKI3
2015,89,32,30,75,19,89,PM10,2,DKI4
2015,55,34,27,73,24,73,O3,2,DKI3
2015,78,36,38,58,19,78,PM10,2,DKI5
2015,91,33,56,108,20,108,O3,3,DKI3
2015,83,36,35,104,22,104,O3,3,DKI3
2015,100,35,25,90,23,100,PM10,2,DKI4
2015,112,33,30,71,23,112,PM10,3,DKI4
2015,79,34,22,70,16,79,PM10,2,DKI4
2015,93,34,28,86,26,93,PM10,2,DKI4
2015,122,34,43,97,25,122,PM10,3,DKI4
2015,116,29,31,83,19,116,PM10,3,DKI4
2015,121,29,34,84,24,121,PM10,3,DKI4
2015,108,33,34,123,27,123,O3,3,DKI3
2015,100,29,32,86,21,100,PM10,2,DKI4
2015,93,30,34,94,24,94,O3,2,DKI3
2015,92,28,35,77,22,92,PM10,2,DKI4
2015,93,29,35,120,26,120,O3,3,DKI5
2015,103,28,28,119,19,119,O3,3,DKI3
2015,84,28,40,91,24,91,O3,2,DKI2
2015,65,27,25,117,17,117,O3,3,DKI3
2015,75,28,26,84,19,84,O3,2,DKI3
2015,89,28,34,89,19,89,PM10,2,DKI3
2015,82,28,27,103,20,103,O3,3,DKI3
2015,90,31,29,87,24,90,PM10,2,DKI4
2015,78,29,58,81,20,81,O3,2,DKI3
2015,57,29,29,112,18,112,O3,3,DKI3
2015,65,30,25,105,23,105,O3,3,DKI3
2015,90,30,31,91,25,91,O3,2,DKI2
2015,78,30,37,108,22,108,O3,3,DKI3
2015,65,28,23,74,21,74,O3,2,DKI3
2015,59,28,25,73,24,73,O3,2,DKI3
2015,73,28,37,64,15,73,PM10,2,DKI2
2015,58,28,22,89,15,89,O3,2,DKI2
2015,56,30,23,87,23,87,O3,2,DKI2
2015,74,31,32,71,18,74,PM10,2,DKI4
2015,71,29,28,50,17,71,PM10,2,DKI5
2015,74,29,30,81,20,81,O3,2,DKI3
2015,75,30,41,86,24,86,O3,2,DKI2
2015,81,29,40,88,18,88,O3,2,DKI2
2015,70,29,30,79,19,79,O3,2,DKI2
2015,72,29,33,77,16,77,O3,2,DKI2
2015,67,29,29,100,27,100,O3,2,DKI3
2015,70,29,27,117,24,117,O3,3,DKI3
2015,72,29,28,85,22,85,O3,2,DKI2
2015,107,21,54,143,24,143,O3,3,DKI5
2015,73,29,27,98,17,98,O3,2,DKI2
2015,79,29,45,105,21,105,O3,3,DKI2
2015,76,19,37,106,28,106,O3,3,DKI3
2015,72,20,25,111,20,111,O3,3,DKI2
2015,71,32,32,82,26,82,O3,2,DKI3
2015,66,30,30,84,24,84,O3,2,DKI3
2015,74,31,43,103,25,103,O3,3,DKI3
2015,71,34,40,79,20,79,O3,2,DKI4
2015,52,31,31,63,15,63,O3,2,DKI3
2015,70,32,25,57,21,70,PM10,2,DKI2
2015,62,31,31,65,20,65,O3,2,DKI2
2015,63,28,22,85,20,85,O3,2,DKI3
2015,66,27,31,85,23,85,O3,2,DKI2
2015,61,25,27,90,19,90,O3,2,DKI2
2015,61,25,49,61,17,61,PM10,2,DKI2
2015,35,21,24,40,9,40,O3,1,DKI2
2015,37,22,19,42,8,42,O3,1,DKI2
2015,36,19,19,44,11,44,O3,1,DKI2
2015,39,19,18,24,10,39,PM10,1,DKI1
2015,46,18,19,44,12,46,PM10,1,DKI1
2015,68,18,19,75,13,75,O3,2,DKI4
2015,51,18,35,97,13,97,O3,2,DKI4
2015,37,18,21,36,10,37,PM10,1,DKI1
2015,48,18,19,28,9,48,PM10,1,DKI1
2015,41,19,19,31,13,41,PM10,1,DKI1
2015,44,18,30,33,8,44,PM10,1,DKI5
2015,41,19,25,52,12,52,O3,2,DKI2
2015,44,19,30,46,9,46,O3,1,DKI3
2015,53,21,28,47,15,53,PM10,2,DKI5
2015,55,21,30,45,18,55,PM10,2,DKI5
2015,61,22,34,41,17,61,PM10,2,DKI5
2015,55,22,24,50,14,55,PM10,2,DKI1
2015,43,19,29,51,9,51,O3,2,DKI2
2016,72,32,53,51,11,72,PM10,2,DKI4
2016,52,32,29,50,12,52,PM10,2,DKI1
2016,44,33,33,50,18,50,O3,1,DKI3
2016,61,33,36,103,24,103,O3,3,DKI2
2016,99,33,54,67,22,99,PM10,2,DKI4
2016,75,33,43,55,17,75,PM10,2,DKI4
2016,75,33,31,70,13,75,PM10,2,DKI4
2016,60,33,30,62,9,62,O3,2,DKI2
